transaction_id,transaction_amount,transaction_type,account_id,timestamp,location,is_suspicious
0424e2e9-1db3-4d99-89a8-389ea7410384,58064,deposit,56184689,2024-06-29 12:31:21,Jordan,1
ccde66e1-36d7-45f1-b226-6ee702072767,68477,deposit,62640159,2024-03-19 05:28:05,Mauritania,0
bf7a31eb-5b3c-48ba-af46-ec2811b6bf36,37461,deposit,63099467,2024-07-09 14:11:35,Congo,0
fbe9f4f0-0bfd-4b88-9c59-93bf06e8cb20,42883,deposit,81137829,2024-04-30 22:17:18,Faroe Islands,1
a41f381d-7f2a-4cb3-a975-82bcf7a2702d,51974,deposit,98650986,2024-01-26 18:01:58,New Caledonia,1
5330505d-0939-44fc-90ed-4e2020a10570,84794,deposit,29980475,2024-09-22 16:17:10,Turkey,0
ad5a3bfc-e7d4-4d28-a7ed-312233e6b7cd,52880,withdrawal,66199651,2024-09-29 20:57:42,Trinidad and Tobago,0
03e87932-64dd-4bcc-b330-195d32d44d97,3342,deposit,6645539,2024-09-26 04:37:20,Central African Republic,0
7f5d4b55-0392-481d-8a51-a100f948fdee,75847,deposit,1547390,2024-01-27 15:12:29,Northern Mariana Islands,1
63c25978-2597-4d94-95dc-f5390c43f53d,57149,deposit,51663005,2024-02-05 11:57:35,Dominican Republic,1
a5ffd6c8-fe89-45e5-a6c6-eac6ed90546a,34789,deposit,86012662,2024-07-31 16:11:42,Norway,0
6b843fd2-8b47-4483-8414-0cc8ebf2bb9e,45145,deposit,28653846,2024-09-11 05:00:21,Azerbaijan,1
80de4396-791c-452b-957e-2592f299f34d,4400,deposit,67329772,2024-07-20 14:48:11,Djibouti,1
774d18af-5165-45ca-be52-bc3b33fdafb1,68688,withdrawal,5221575,2024-06-06 12:41:13,Djibouti,0
e9873907-ad62-4768-809f-b7e460d13c54,9199,deposit,73699412,2024-08-29 14:45:50,Switzerland,0
ed352245-fe82-46bf-be8e-8858a4907197,82488,withdrawal,47449034,2024-02-26 10:16:52,Ethiopia,1
bd62def3-f169-438f-b89e-b5df331aa9b9,295,withdrawal,77581394,2024-03-18 20:57:13,Zimbabwe,0
b8012dcd-1162-498f-8580-ec067066ab8c,4908,deposit,90914545,2024-04-14 18:02:24,Kenya,1
d844b67c-4d69-405b-83e0-49bdd6965b86,19680,deposit,44677515,2024-08-11 06:28:12,Bouvet Island (Bouvetoya),1
3f93024c-ebe8-4c1b-a5c6-e7e94a4f6b4f,95536,withdrawal,63560717,2024-07-23 04:39:41,Guam,1
34fd6d41-4fdd-41e1-b417-d3467458a9ab,171,withdrawal,60381658,2024-08-31 22:53:58,Trinidad and Tobago,0
cf8d3ea8-5933-4171-9459-0e5209f1c0b8,96080,deposit,33705893,2024-08-06 01:36:11,French Polynesia,0
85066a8a-87f6-4f31-8d29-f873adb96314,33205,deposit,84322132,2024-04-07 01:11:49,Tokelau,0
0b049c98-8632-4daa-b668-99217739e71e,39965,deposit,92264610,2024-01-14 22:54:27,Serbia,1
6783ccc2-2613-4d45-a0a5-27ead278c3aa,25329,deposit,48894874,2024-05-07 18:28:27,Benin,1
c03d405d-d9f0-4707-8ae8-50e0f462db9c,50838,deposit,86392493,2024-06-16 00:06:37,Italy,0
7e62a89d-1584-4358-9ac2-7b74e4b7a336,40889,withdrawal,6567000,2024-06-22 19:39:03,South Africa,0
55ad641c-867b-4d34-8fbb-d9d596a5eadb,40654,deposit,23141697,2024-08-24 04:35:55,Bolivia,0
aae1dd22-198a-40e1-bce2-a17e9d4c7f8d,4109,withdrawal,59367193,2024-03-30 09:33:46,Bolivia,0
28bb93e5-f3c8-484e-89c7-30c41a2cb505,79056,deposit,90019936,2024-04-30 19:25:14,Suriname,0
ac0a9c3a-0a3d-48e2-bfe1-b4e91f541953,2231,withdrawal,9643417,2024-08-16 12:08:39,Sudan,0
cc03c0be-dcdb-4b66-b458-8e34988e35ad,53858,deposit,79155712,2024-01-03 20:08:17,Costa Rica,0
148c1908-ac62-460d-ba04-6f1ff51a1b86,40421,withdrawal,80363175,2024-09-22 03:22:27,French Southern Territories,1
5dc7f905-5ceb-4b6e-98f2-cc53dbbad175,51331,withdrawal,48619237,2024-09-26 08:35:00,Malta,0
ae5258d8-ef13-4647-b73b-210520806827,41813,withdrawal,3984713,2024-07-28 15:59:18,Faroe Islands,1
4c4a26b8-0852-4952-8c2e-532ca1b1cc89,44390,deposit,85097974,2024-05-17 10:31:44,Italy,1
627dff4f-310f-46b3-8505-ac2a6b08e564,32049,deposit,66358562,2024-02-16 06:18:19,Tonga,1
54f36a69-63d7-4635-ac94-56ad5ef99dec,47362,withdrawal,12270323,2024-04-01 06:58:52,Ukraine,1
7750f81c-472f-4a14-9736-892cf64a2b0e,29653,deposit,21580516,2024-05-08 14:19:47,Bouvet Island (Bouvetoya),1
4292749c-e23f-424d-af92-e95b4c416f02,33222,deposit,16413087,2024-04-26 20:16:33,France,0
4664e6f8-ac27-463a-a77c-d8d127be303c,83713,withdrawal,52123157,2024-07-14 16:25:39,Kuwait,1
df1c9c5c-b5ec-4675-99c3-faa23797e28f,17082,deposit,15954861,2024-01-20 05:12:57,Montserrat,1
130bba3f-5537-4386-8676-f787e18d8f9a,12236,deposit,32428292,2024-06-14 07:21:27,Vanuatu,0
357a5fa0-5a3d-4b8c-8093-3f671b183ef2,77932,withdrawal,74758134,2024-05-11 22:11:41,Cayman Islands,0
e8bdec98-6641-4307-87e4-0580f84fe121,530,deposit,48769594,2024-09-17 09:39:02,Netherlands Antilles,1
68a32f2a-66c8-42b8-bdba-07163a9e5d3d,33040,withdrawal,63484179,2024-04-20 00:47:41,Brazil,1
6643a842-863f-4e47-a478-05b526e39ab3,49166,withdrawal,64292552,2024-02-27 03:47:22,Somalia,1
f1da7d37-8633-42ec-a0d5-b4216cefebe8,98547,withdrawal,71264831,2024-09-21 07:50:24,Mozambique,0
5a09df4d-762c-4744-9a83-3504e5e9dbd3,91756,withdrawal,5893293,2024-05-31 14:38:11,Argentina,0
1a23ad2e-d331-4570-ac32-60c0afed3368,58113,deposit,60521041,2024-07-04 21:01:33,Central African Republic,1
65a0b30d-be53-4117-a5a7-f0b130708972,28590,withdrawal,90778867,2024-01-13 10:04:32,Vanuatu,0
e911a392-4645-4be8-b369-8dc084dca2e6,35518,withdrawal,89079884,2024-09-14 13:15:15,Cambodia,1
c12c2dcf-02a9-472a-8b99-bfa51525b36b,47974,withdrawal,43056173,2024-05-28 10:35:19,Puerto Rico,0
04aa01c5-d645-4160-ac70-3c979b1d800d,64005,deposit,61977995,2024-04-15 12:47:27,Australia,1
b68dd99e-cef4-4db0-949f-75a670b5e233,65786,deposit,56557070,2024-01-12 00:33:20,Costa Rica,0
c6647f84-1a5e-43c9-880d-545b18441853,49457,withdrawal,69005740,2024-01-24 14:02:54,Qatar,0
30e860d3-5d04-44b5-a07a-f228d1e74049,46264,deposit,17732281,2024-08-31 22:47:03,Palau,1
b00b3429-39e3-443a-a0c6-5b6ccd1e4f6d,84463,deposit,27028559,2024-04-06 12:03:59,Croatia,0
ca25a754-bde9-4014-a189-4272d4d98a85,31102,deposit,57505587,2024-05-18 02:15:32,New Caledonia,0
0d961af5-1d06-48eb-b660-79b737f21bae,16004,deposit,968293,2024-06-15 08:33:34,Comoros,0
4e9f4ee5-080e-42a1-8ae3-9da569cdfcf6,41580,withdrawal,78154202,2024-03-17 20:30:28,Pitcairn Islands,0
9d14322f-abf3-4e7a-b881-a5852f0ea0fd,71794,deposit,65338662,2024-08-04 14:05:43,Hong Kong,0
576562a8-a351-4125-b4f9-8c4738d800b8,3754,deposit,16496800,2024-02-10 16:02:34,Cameroon,0
e9e642bc-fcf9-49b5-b875-54883a99cbdc,59758,withdrawal,25349972,2024-09-01 04:29:56,Venezuela,0
f42fb887-b1eb-4c03-a36a-bca29ebae20a,10853,withdrawal,59370809,2024-01-24 17:01:15,Cyprus,1
29b96c43-d51b-4dfd-a7a0-ddc82fd8c3f6,16297,withdrawal,99851806,2024-05-03 22:25:33,Belgium,1
7dab872b-1cbb-4afe-a2b1-03da445aa282,36593,withdrawal,84274957,2024-06-10 23:52:01,Mongolia,1
71cbba85-ec3d-4a30-8ab2-9249ab66faec,60170,withdrawal,43473115,2024-08-15 18:31:45,Slovenia,1
7c538b08-689f-4071-95f2-62b6c379fadb,38230,deposit,49846588,2024-04-06 09:18:20,Svalbard & Jan Mayen Islands,1
61cbc8f4-765d-4902-9386-1088bffd3da0,18429,deposit,80705769,2024-01-25 06:41:10,Lao People's Democratic Republic,0
899218d8-a884-418d-ada7-bf0f6e4802ac,97832,withdrawal,13314094,2024-05-22 07:11:12,New Caledonia,0
24f3fc40-c19b-449c-978a-db93e2a1eed9,27081,withdrawal,35046268,2024-05-06 05:38:33,Poland,0
28c69b6b-359a-4b8c-81f0-35c5155106b0,72793,withdrawal,67555102,2024-06-28 11:42:12,Norway,1
fada86e5-ff57-4ea8-9bb9-58ac615e707d,26269,withdrawal,22614860,2024-06-19 12:23:29,South Georgia and the South Sandwich Islands,1
d381cd40-e756-465f-8331-389e2c5986eb,40955,withdrawal,21618412,2024-08-30 10:29:39,Georgia,1
9cc9c06e-920c-4fab-af3d-186de5cf8c06,40849,deposit,27753987,2024-09-08 19:08:40,New Zealand,0
9605fde2-d5fb-425d-b88b-efdd5165513f,26292,deposit,2789733,2024-05-15 16:30:59,Israel,1
498d5735-0d39-4a12-8f9a-97d2086b62f9,9678,deposit,48940923,2024-09-03 19:00:32,Ghana,0
4a6baef9-fa4f-4df4-a876-e42d3ca84570,8308,withdrawal,22200571,2024-06-13 14:33:54,Chad,1
74f1a6bf-113c-4a0f-ba1c-0f13ccf2a8e5,94178,withdrawal,7049888,2024-07-05 18:53:49,Timor-Leste,0
0872d40e-014a-496e-b654-61ff8affeff6,44877,deposit,14044111,2024-04-06 01:23:27,Belarus,1
bc9e1434-04b8-4b7b-a061-4597b8b071e1,50220,deposit,65744619,2024-03-08 17:04:25,Mauritania,0
e960819f-469c-45ff-8a39-2e022b6a79a9,43393,withdrawal,76950835,2024-05-05 18:54:22,Reunion,1
b3949a79-d03b-4c8c-b6f2-5ad03244efed,70774,withdrawal,17404571,2024-01-04 21:23:07,Faroe Islands,1
58118ac5-92c4-4d30-96fe-7172a8934945,67592,withdrawal,58519447,2024-08-27 07:06:33,Yemen,0
3cfdb94e-f561-4457-ba73-bfba0c6e6b80,52246,deposit,93926274,2024-05-21 09:25:17,Saudi Arabia,0
4fef60f0-3213-4f76-92d4-edc383b9c511,37145,withdrawal,93705610,2024-05-15 20:28:48,Spain,1
ae9b77a0-c768-4946-9178-7ad954207d62,83131,deposit,84048528,2024-08-03 07:30:50,Croatia,0
0351eb2e-5602-4a11-ba73-c1938128b2c6,77244,withdrawal,95574347,2024-08-21 03:34:17,Holy See (Vatican City State),0
2485c500-215d-4322-a872-6db3df54ccc5,30132,deposit,38593177,2024-09-14 04:18:30,United States Virgin Islands,1
ebc240b5-ce6e-4965-8d42-5b6261a24af1,66925,withdrawal,27449718,2024-07-28 21:48:10,Philippines,0
58b72bd5-8c26-4d83-878a-54a62d045db6,70569,withdrawal,10537456,2024-09-22 03:32:54,Ethiopia,1
0bad2b5d-9c02-4fba-8e52-ff0c5fd6d156,17744,withdrawal,97071965,2024-03-17 17:54:37,Afghanistan,0
f0fb7e32-c80f-4ba5-ba62-7523b9139a9a,71672,withdrawal,59539908,2024-02-26 01:54:42,Gambia,1
7444cc43-5237-492f-be25-4c7c890e1698,71089,withdrawal,66394241,2024-09-30 02:00:51,Lesotho,1
99fa685f-9e4b-49ce-806a-1d7527269324,91820,withdrawal,25048837,2024-01-26 09:29:11,Belarus,0
3ffa7093-a535-4d58-8065-db11212aa088,65974,withdrawal,58437687,2024-09-22 06:40:22,South Georgia and the South Sandwich Islands,0
9637b127-201c-4e98-abca-71e58e014641,54646,deposit,79112344,2024-09-18 02:28:06,Mauritius,1
c2cdaf23-3316-42ab-ae2e-2474b54287e4,87472,withdrawal,16645175,2024-07-15 16:37:24,Iran,0
00b3775b-82bb-4d31-9c2f-b43371c22bcc,52954,deposit,8182672,2024-02-26 03:06:20,Saint Martin,1
387b448d-0840-4e96-81a0-20d2437e765a,30073,deposit,18268145,2024-05-30 17:42:41,Tuvalu,0
deb86d57-8fbb-413c-8f90-d0a798d3c659,64122,withdrawal,55174188,2024-08-12 00:31:43,British Virgin Islands,0
8f55d6ef-4268-4bbe-8303-24ef3c28ff87,16728,deposit,86586002,2024-07-07 21:18:34,Myanmar,1
c0244622-cd81-41c7-b38a-6fe758280111,88579,withdrawal,2498599,2024-08-14 11:02:11,British Indian Ocean Territory (Chagos Archipelago),0
c97dfbb4-6de6-4e36-b943-10e3960dd40e,38417,withdrawal,98211689,2024-06-07 22:19:52,Lithuania,0
a4c24a9f-f371-4016-a724-a2c0a25a5663,8104,deposit,23882167,2024-04-25 02:17:05,Kuwait,1
c54d602b-2598-42bb-a50c-ed4c05ce16fe,76148,deposit,31847148,2024-09-17 11:40:33,Kazakhstan,0
ac782cb1-c942-4d8c-a073-581068d35fa5,59413,withdrawal,49972382,2024-08-28 23:24:43,Armenia,1
36ee80cb-4ba6-491d-87b7-5e8fa6abfffd,87179,withdrawal,70732514,2024-05-20 10:57:10,Kyrgyz Republic,1
c6238584-86aa-462f-a417-df217bd151cf,45246,deposit,93734137,2024-03-27 13:58:03,New Zealand,1
00106158-2c6d-407f-8925-d9e86c215092,70185,deposit,2671818,2024-06-04 07:14:04,United Arab Emirates,1
5cb68529-5687-478a-ad73-40e38f138a03,31329,deposit,6689934,2024-07-07 12:41:05,Palau,0
90a5e845-7972-450f-96fb-c728f858d5d8,90627,withdrawal,52397512,2024-06-14 21:04:12,Maldives,0
66b23e61-2bd6-4743-a9b0-f03d76b770ca,31342,withdrawal,14506912,2024-02-19 14:02:50,Colombia,0
cb6bc1a6-5840-4598-8d67-1715ed190a41,5106,withdrawal,95787414,2024-04-25 02:47:59,Gabon,0
ddb7af44-a488-405c-abe4-402c36303654,6735,deposit,3599512,2024-01-05 03:45:57,Angola,0
06ca5d5e-f1c0-4442-86cc-a2ddc3db0eff,56198,withdrawal,46096273,2024-08-15 11:51:35,Mauritius,0
c1330942-693a-449e-8209-ee50a98b6861,91130,withdrawal,21824417,2024-09-23 10:58:39,El Salvador,0
d4a5bcdf-5d80-4d47-b741-7b017f7a3e40,67143,withdrawal,21184729,2024-04-14 17:56:38,Czech Republic,0
e1127683-815d-4c4f-8e84-9db9d1953a44,73453,deposit,34862455,2024-05-16 20:03:11,New Zealand,1
00e6e2c2-a36f-4070-afcb-3d17200384a5,60475,withdrawal,15773454,2024-04-15 10:03:54,Pitcairn Islands,0
f767d617-2c1e-400e-8173-03aeda8a3f5f,53941,withdrawal,77734427,2024-07-15 08:54:08,Zimbabwe,1
96a6e6d5-30dc-43fe-a077-39c4b2aa40af,39724,deposit,48107489,2024-04-25 21:40:20,Czech Republic,1
c55ef0be-6f1e-48cb-8dbb-95fb69af0f5d,46156,withdrawal,77390199,2024-01-12 18:28:14,Algeria,0
1b2be626-3b2a-454c-87fe-feaf667f10a0,89088,deposit,47441492,2024-07-28 02:32:54,Swaziland,0
ba70c636-cf8f-4a4e-88a2-d1c6fe185eff,94596,withdrawal,266636,2024-03-06 01:34:41,Croatia,1
795013ee-7aec-446c-8bc0-6cd13ce41380,71808,withdrawal,42575746,2024-04-03 18:29:47,Croatia,0
d75f2c3e-c88d-41f6-b777-4cbc44336b08,20190,deposit,96676577,2024-07-18 09:44:26,Mali,0
1c51ae39-0c26-4b0e-94b3-772dcae057ea,39699,deposit,67599155,2024-06-28 11:53:41,Iceland,0
ac459b0a-1875-4808-a932-0996826e26a3,86534,deposit,26250693,2024-04-12 02:59:23,Kiribati,0
3d9a12eb-c488-4b0d-ab29-eafcaac7148e,75853,withdrawal,46519109,2024-07-31 16:11:22,Slovakia (Slovak Republic),0
cea28796-5ada-4a02-aaa2-e7ede964e4fa,46604,withdrawal,40117031,2024-05-30 00:06:22,Namibia,0
c9420fc0-2c2c-4797-be9a-f272bf14d59c,92848,deposit,58442787,2024-08-29 04:24:49,Namibia,0
70d49163-27e6-463a-9681-99ae9f92b891,35858,withdrawal,3371727,2024-07-06 12:18:51,Cuba,0
f5e6672d-53a1-44b7-9804-0ea13ebd0da1,50923,deposit,94520925,2024-04-22 04:11:34,Uruguay,0
a0d88c30-65ef-41bf-a41e-f6a1bc5d79ba,83292,withdrawal,9198419,2024-08-25 19:15:40,Grenada,1
f45d95f6-2263-4535-b49e-a126362900e6,41352,deposit,65343140,2024-07-11 03:54:56,Netherlands,0
183fba64-a0de-4873-b57c-84b21f3a9d1b,63984,deposit,18305888,2024-08-28 05:18:36,Grenada,1
b11cf845-f0b4-4cd1-9c75-99f1e77e8845,32814,deposit,6650836,2024-03-15 22:06:20,Nepal,1
afc8955b-6f96-4360-b6b7-631fa0a6a422,73520,withdrawal,86494538,2024-02-02 08:11:15,Morocco,1
a2b54e75-f14a-435e-a75f-f6e584066937,9804,deposit,29869789,2024-03-08 08:50:22,Sudan,0
ae567b15-75c7-4e49-b2b8-bc51bec1fa51,97947,deposit,59825132,2024-04-12 13:13:37,Tokelau,1
74da60c6-dce9-46e6-b385-210a9b2c7184,56806,deposit,41493783,2024-09-04 00:04:28,Hungary,0
bd0d262b-ecd0-4716-bde4-a644db853bdd,46088,deposit,40924490,2024-06-05 14:01:01,Liberia,0
d8f65367-37ca-4191-a703-81643f00811c,50886,withdrawal,60150689,2024-04-14 17:13:53,Tuvalu,1
62947a25-d1a8-456a-90e9-de9269cd57b7,77567,deposit,60703387,2024-04-18 04:04:49,Timor-Leste,0
b375d062-a100-4149-bb50-d889d0c6c7b8,56516,deposit,60277863,2024-09-19 00:00:45,Netherlands,1
494389f6-88f5-4081-aff4-c456ab868459,14937,withdrawal,7095304,2024-08-19 18:38:44,Philippines,0
f564347a-a361-4217-a4e0-ee8c77dd9733,35354,withdrawal,35224512,2024-07-16 08:11:24,Egypt,1
848980a9-3988-4cd0-a2f0-dff3ba37694d,54183,withdrawal,22250441,2024-05-27 00:20:31,Antarctica (the territory South of 60 deg S),1
bdc0714b-1d6f-4777-a344-deacee15c4c8,86608,deposit,29629619,2024-03-10 05:14:20,Grenada,1
e4af4c15-e748-497d-928b-293c736386b1,50412,deposit,32407174,2024-07-17 01:33:21,Tajikistan,0
63132307-6755-47f8-a10d-a54fb9d8c369,63534,withdrawal,38526392,2024-07-08 22:55:12,Guadeloupe,1
71d2126e-1201-49d1-88da-8af94e37bde2,88532,withdrawal,81961491,2024-03-29 20:36:56,Dominican Republic,0
cb4848ee-4653-43db-8fbe-2bc63404beda,32087,withdrawal,21314054,2024-07-07 16:32:41,United Kingdom,1
ad1d15e3-47ff-42bd-86cc-acc17cf03b4c,38178,deposit,75171218,2024-06-20 14:14:01,Philippines,0
daa1ab2a-6a44-4301-ab2e-0204f03ce240,8815,deposit,76399192,2024-07-21 15:03:59,Tunisia,0
1340b33b-d070-4d67-a9d8-18a2c821fecd,15023,withdrawal,87761940,2024-09-11 07:23:49,Ghana,0
9f99ad4f-42ae-41cf-83ac-2869bcdb4892,39417,deposit,69854281,2024-03-22 08:04:47,Turks and Caicos Islands,0
7426201e-5617-4474-b405-13b5049d720d,79480,withdrawal,92995121,2024-06-01 14:20:38,Northern Mariana Islands,0
451d42e6-9759-4276-b161-ae85039306dd,27536,deposit,94624650,2024-09-21 03:45:46,Bhutan,0
87ee6e34-9727-43c0-8d9d-2610745d36a6,36587,withdrawal,96138595,2024-04-07 11:45:49,Northern Mariana Islands,0
73e85ea8-d2a4-4fb8-8a37-512780c7e8c6,73162,withdrawal,91294685,2024-08-31 10:03:30,Bangladesh,1
be8e67e6-e32a-452c-a570-4d83a4615eb4,51245,withdrawal,55821070,2024-09-28 03:57:32,Kiribati,1
e36d6de3-d061-4517-9471-08e7c10fee9d,50781,deposit,77160917,2024-03-08 04:12:54,Morocco,0
fafc744a-bf86-466b-b6a6-9ece5f43b126,41146,deposit,47703308,2024-06-25 17:46:36,Monaco,1
9093960f-7f9e-479f-a0c8-2408bd5fbc32,17992,withdrawal,73785739,2024-05-14 03:46:28,Saint Pierre and Miquelon,1
6a51144f-265c-422d-add3-45ded0e74220,18455,withdrawal,57799461,2024-05-07 22:43:17,New Zealand,1
c4d57555-b2b5-4cf5-81a3-73c8e316acb3,53734,withdrawal,43375008,2024-07-16 20:29:49,Benin,0
02364d99-727f-46ab-a7df-06ab6239d15c,87900,withdrawal,68321943,2024-08-19 11:27:52,Tokelau,1
69619306-12a0-47dd-9f04-f1b4972d4d0d,68100,withdrawal,70951763,2024-02-20 17:57:13,Equatorial Guinea,1
c832e485-28a3-43aa-a83e-44b76d154604,82305,withdrawal,5915760,2024-08-08 14:53:31,Somalia,0
207f14a2-e558-433d-b5af-4cb800b3cbc0,94708,withdrawal,51106949,2024-03-16 12:38:08,Paraguay,1
4d5d0fff-2298-44db-80fe-8a62f3f8a450,68911,deposit,32456046,2024-07-05 21:57:23,Cambodia,1
3a4472c1-90f8-4306-b334-d750d1cb4c3e,21988,withdrawal,82342648,2024-01-31 22:28:56,Isle of Man,1
a15b34b8-e2b5-423d-996b-a10eb8e00cae,23776,deposit,35445985,2024-04-17 15:17:12,Guam,1
df6d2685-e24e-4d96-95ad-d2a9942c1a1f,59252,deposit,41239185,2024-08-03 05:37:44,Ireland,0
5204ac11-dfdf-4957-bb15-2cc1829666d6,82679,withdrawal,8666692,2024-09-05 21:44:59,Canada,0
6ec02501-0ff5-4685-a53d-7595c36b400d,60132,deposit,34834181,2024-01-27 14:00:10,United Arab Emirates,1
dc6aad52-08ff-4808-823f-7adce3beba5b,61601,deposit,82324403,2024-03-17 12:19:46,Uruguay,0
2eb7aeb4-2683-4d95-90a2-72cc7e47c1ee,10594,withdrawal,59482930,2024-07-16 06:40:40,Myanmar,1
8ec91393-17e9-4dd7-a9f6-3732e4a1d43b,33543,withdrawal,32199079,2024-05-28 06:02:54,Micronesia,1
c55dce0c-8302-4d35-ba77-8614b796a752,99079,withdrawal,13730963,2024-08-21 11:27:51,Jordan,0
b7d71ccd-bc95-4cb4-bf40-88c00840a78a,23119,withdrawal,29802748,2024-06-02 08:49:47,Korea,0
